Lines of code metrics,Sat, 4 Dec 2021 09:02:07 SGT
Method,CLOC,JLOC,LOC,NCLOC,RLOC
"org.argouml.cognitive.Designer.getSupportedGoals()",3,0,6,3,0.77%
"org.argouml.cognitive.Designer.getToDoList()",2,6,9,3,1.15%
"org.argouml.cognitive.Designer.hasGoal(String)",4,6,9,3,1.15%
"org.argouml.cognitive.Designer.inform(ToDoItem)",7,8,11,3,1.41%
"org.argouml.cognitive.Designer.isConsidering(Decision)",2,4,7,3,0.90%
"org.argouml.cognitive.Designer.isUserWorking()",2,4,7,3,0.90%
"org.argouml.cognitive.Designer.propertyChange(PropertyChangeEvent)",5,0,12,7,1.53%
"org.argouml.cognitive.Designer.removeListener(PropertyChangeListener)",4,6,12,6,1.53%
"org.argouml.cognitive.Designer.removeToDoItems(ToDoList)",4,5,8,3,1.02%
"org.argouml.cognitive.Designer.run()",11,5,105,94,13.43%
"org.argouml.cognitive.Designer.setAutoCritique(boolean)",2,4,12,8,1.53%
"org.argouml.cognitive.Designer.setChildGenerator(ChildGenerator)",2,3,6,3,0.77%
"org.argouml.cognitive.Designer.setClarifier(Icon)",4,5,8,3,1.02%
"org.argouml.cognitive.Designer.setCritiquingInterval(int)",4,5,8,3,1.02%
"org.argouml.cognitive.Designer.setCritiquingRoot(Object)",3,3,9,5,1.15%
"org.argouml.cognitive.Designer.setDecisionPriority(String,int)",5,7,10,3,1.28%
"org.argouml.cognitive.Designer.setDesignerName(String)",3,4,7,3,0.90%
"org.argouml.cognitive.Designer.setGoalPriority(String,int)",2,4,7,3,0.90%
"org.argouml.cognitive.Designer.setSaveAction(Action)",4,5,8,3,1.02%
"org.argouml.cognitive.Designer.setUserWorking(boolean)",2,4,7,3,0.90%
"org.argouml.cognitive.Designer.snooze()",4,0,6,2,0.77%
"org.argouml.cognitive.Designer.spawnCritiquer(Object)",6,6,14,7,1.79%
"org.argouml.cognitive.Designer.startDesiring(String)",2,3,6,3,0.77%
"org.argouml.cognitive.Designer.stillValid(ToDoItem,Designer)",9,18,19,1,2.43%
"org.argouml.cognitive.Designer.stopDesiring(String)",2,3,6,3,0.77%
"org.argouml.cognitive.Designer.supports(Decision)",3,0,6,3,0.77%
"org.argouml.cognitive.Designer.supports(Goal)",3,0,6,3,0.77%
"org.argouml.cognitive.Designer.theDesigner()",2,3,6,3,0.77%
"org.argouml.cognitive.Designer.toString()",8,0,12,4,1.53%
"org.argouml.cognitive.Designer.unsnooze()",4,0,6,2,0.77%
"org.argouml.cognitive.EnabledCM.isRelevant(Critic,Designer)",3,0,6,3,75.00%
"org.argouml.cognitive.Goal.Goal(String,int)",4,6,10,4,12.66%
"org.argouml.cognitive.Goal.equals(Object)",3,0,9,6,11.39%
"org.argouml.cognitive.Goal.getName()",2,3,4,1,5.06%
"org.argouml.cognitive.Goal.getPriority()",2,3,4,1,5.06%
"org.argouml.cognitive.Goal.getUnspecifiedGoal()",2,3,6,3,7.59%
"org.argouml.cognitive.Goal.hashCode()",3,0,9,6,11.39%
"org.argouml.cognitive.Goal.setName(String)",2,3,4,1,5.06%
"org.argouml.cognitive.Goal.setPriority(int)",2,3,4,1,5.06%
"org.argouml.cognitive.Goal.toString()",3,0,4,1,5.06%
"org.argouml.cognitive.GoalModel.GoalModel()",4,4,7,3,8.14%
"org.argouml.cognitive.GoalModel.addGoal(Goal)",2,3,6,3,6.98%
"org.argouml.cognitive.GoalModel.getGoalList()",2,3,6,3,6.98%
"org.argouml.cognitive.GoalModel.hasGoal(String)",4,6,14,8,16.28%
"org.argouml.cognitive.GoalModel.removeGoal(Goal)",2,3,6,3,6.98%
"org.argouml.cognitive.GoalModel.setGoalPriority(String,int)",2,4,9,5,10.47%
"org.argouml.cognitive.GoalModel.startDesiring(String)",4,5,8,3,9.30%
"org.argouml.cognitive.GoalModel.stopDesiring(String)",4,5,8,3,9.30%
"org.argouml.cognitive.Highlightable.getHighlight()",2,n/a,n/a,1,23.53%
"org.argouml.cognitive.Highlightable.setHighlight(boolean)",3,n/a,n/a,1,29.41%
"org.argouml.cognitive.ListSet.ListSet()",3,3,7,4,1.58%
"org.argouml.cognitive.ListSet.ListSet(T)",4,5,10,5,2.26%
"org.argouml.cognitive.ListSet.ListSet(int)",4,5,9,4,2.03%
"org.argouml.cognitive.ListSet.add(T)",3,0,13,10,2.93%
"org.argouml.cognitive.ListSet.add(int,T)",3,0,10,7,2.26%
"org.argouml.cognitive.ListSet.addAll(Collection<? extends T>)",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.addAll(int,Collection<? extends T>)",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.addAllElements(Enumeration<T>)",2,3,8,5,1.81%
"org.argouml.cognitive.ListSet.addAllElements(Iterator<T>)",2,3,8,5,1.81%
"org.argouml.cognitive.ListSet.addAllElementsSuchThat(Iterator<T>,Predicate)",2,4,17,13,3.84%
"org.argouml.cognitive.ListSet.addAllElementsSuchThat(ListSet<T>,Predicate)",2,4,10,6,2.26%
"org.argouml.cognitive.ListSet.clear()",3,0,9,6,2.03%
"org.argouml.cognitive.ListSet.contains(Object)",3,0,11,8,2.48%
"org.argouml.cognitive.ListSet.containsAll(Collection)",3,0,8,5,1.81%
"org.argouml.cognitive.ListSet.containsSuchThat(Predicate)",2,4,7,3,1.58%
"org.argouml.cognitive.ListSet.equals(Object)",0,0,18,18,4.06%
"org.argouml.cognitive.ListSet.findSuchThat(Predicate)",5,7,17,10,3.84%
"org.argouml.cognitive.ListSet.get(int)",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.hashCode()",6,0,10,4,2.26%
"org.argouml.cognitive.ListSet.indexOf(Object)",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.isEmpty()",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.iterator()",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.lastIndexOf(Object)",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.listIterator()",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.listIterator(int)",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.mutex()",2,3,6,3,1.35%
"org.argouml.cognitive.ListSet.reachable(ChildGenerator)",8,10,14,4,3.16%
"org.argouml.cognitive.ListSet.reachable(ChildGenerator,int,Predicate)",9,13,23,10,5.19%
"org.argouml.cognitive.ListSet.remove(Object)",3,0,13,10,2.93%
"org.argouml.cognitive.ListSet.remove(int)",3,0,10,7,2.26%
"org.argouml.cognitive.ListSet.removeAll(Collection)",3,0,10,7,2.26%
"org.argouml.cognitive.ListSet.removeAllElements()",3,3,6,3,1.35%
"org.argouml.cognitive.ListSet.removeElement(Object)",2,3,8,5,1.81%
"org.argouml.cognitive.ListSet.retainAll(Collection<?>)",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.set(int,T)",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.size()",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.spliterator()",0,0,4,4,0.90%
"org.argouml.cognitive.ListSet.subList(int,int)",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.toArray()",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.toArray(A[])",3,0,6,3,1.35%
"org.argouml.cognitive.ListSet.toString()",0,0,14,14,3.16%
"org.argouml.cognitive.ListSet.transitiveClosure(ChildGenerator)",8,10,14,4,3.16%
"org.argouml.cognitive.ListSet.transitiveClosure(ChildGenerator,int,Predicate)",9,13,37,24,8.35%
"org.argouml.cognitive.NotSnoozedCM.isRelevant(Critic,Designer)",3,0,6,3,75.00%
"org.argouml.cognitive.Offender.inform(ToDoItem)",7,n/a,n/a,1,45.45%
"org.argouml.cognitive.OrCM.isRelevant(Critic,Designer)",3,0,11,8,84.62%
"org.argouml.cognitive.Poster.canFixIt(ToDoItem)",2,n/a,n/a,1,5.05%
"org.argouml.cognitive.Poster.containsKnowledgeType(String)",2,n/a,n/a,1,5.05%
"org.argouml.cognitive.Poster.expand(String,ListSet)",4,n/a,n/a,1,8.08%
"org.argouml.cognitive.Poster.fixIt(ToDoItem,Object)",7,n/a,n/a,1,10.10%
"org.argouml.cognitive.Poster.getClarifier()",2,n/a,n/a,1,4.04%
"org.argouml.cognitive.Poster.getSupportedDecisions()",2,n/a,n/a,1,7.07%
"org.argouml.cognitive.Poster.getSupportedGoals()",2,n/a,n/a,1,7.07%
"org.argouml.cognitive.Poster.snooze()",3,n/a,n/a,1,4.04%
"org.argouml.cognitive.Poster.stillValid(ToDoItem,Designer)",5,n/a,n/a,1,9.09%
"org.argouml.cognitive.Poster.supports(Decision)",2,n/a,n/a,1,5.05%
"org.argouml.cognitive.Poster.supports(Goal)",2,n/a,n/a,1,5.05%
"org.argouml.cognitive.Poster.unsnooze()",4,n/a,n/a,1,5.05%
"org.argouml.cognitive.ResolvedCritic.ResolvedCritic(Critic,ListSet)",4,9,13,4,5.37%
"org.argouml.cognitive.ResolvedCritic.ResolvedCritic(Critic,ListSet,boolean)",6,11,36,23,14.88%
"org.argouml.cognitive.ResolvedCritic.ResolvedCritic(String,List<String>)",5,7,15,8,6.20%
"org.argouml.cognitive.ResolvedCritic.equals(Object)",16,16,52,36,21.49%
"org.argouml.cognitive.ResolvedCritic.getCritic()",4,5,8,3,3.31%
"org.argouml.cognitive.ResolvedCritic.getCriticString(Critic)",5,7,15,7,6.20%
"org.argouml.cognitive.ResolvedCritic.getOffenderList()",4,5,8,3,3.31%
"org.argouml.cognitive.ResolvedCritic.hashCode()",6,0,13,7,5.37%
"org.argouml.cognitive.ResolvedCritic.importOffenders(ListSet,boolean)",13,12,46,29,19.01%
"org.argouml.cognitive.ResolvedCritic.toString()",3,0,15,12,6.20%
"org.argouml.cognitive.StandardCM.StandardCM()",4,4,10,6,29.41%
"org.argouml.cognitive.ToDoItem.ToDoItem(Critic)",4,5,14,9,3.30%
"org.argouml.cognitive.ToDoItem.ToDoItem(Critic,ListSet,Designer)",4,7,17,10,4.01%
"org.argouml.cognitive.ToDoItem.ToDoItem(Critic,Object,Designer)",4,7,17,10,4.01%
"org.argouml.cognitive.ToDoItem.ToDoItem(Poster,String,int,String,String)",4,9,18,9,4.25%
"org.argouml.cognitive.ToDoItem.ToDoItem(Poster,String,int,String,String,ListSet)",4,10,21,11,4.95%
"org.argouml.cognitive.ToDoItem.action()",6,6,10,4,2.36%
"org.argouml.cognitive.ToDoItem.canFixIt()",5,6,9,3,2.12%
"org.argouml.cognitive.ToDoItem.changed()",4,4,8,4,1.89%
"org.argouml.cognitive.ToDoItem.checkArgument(Object)",3,4,6,2,1.42%
"org.argouml.cognitive.ToDoItem.checkOffs(ListSet)",7,8,22,14,5.19%
"org.argouml.cognitive.ToDoItem.containsKnowledgeType(String)",2,4,7,3,1.65%
"org.argouml.cognitive.ToDoItem.deselect()",4,4,11,7,2.59%
"org.argouml.cognitive.ToDoItem.equals(Object)",8,0,25,17,5.90%
"org.argouml.cognitive.ToDoItem.fixIt()",4,4,7,3,1.65%
"org.argouml.cognitive.ToDoItem.getClarifier()",6,7,10,3,2.36%
"org.argouml.cognitive.ToDoItem.getDescription()",2,3,10,7,2.36%
"org.argouml.cognitive.ToDoItem.getHeadline()",2,3,10,7,2.36%
"org.argouml.cognitive.ToDoItem.getMoreInfoURL()",2,3,4,1,0.94%
"org.argouml.cognitive.ToDoItem.getOffenders()",7,6,13,4,3.07%
"org.argouml.cognitive.ToDoItem.getPoster()",4,5,8,3,1.89%
"org.argouml.cognitive.ToDoItem.getPriority()",2,3,4,1,0.94%
"org.argouml.cognitive.ToDoItem.getProgress()",2,4,10,6,2.36%
"org.argouml.cognitive.ToDoItem.getWizard()",2,3,4,1,0.94%
"org.argouml.cognitive.ToDoItem.hashCode()",3,0,12,9,2.83%
"org.argouml.cognitive.ToDoItem.select()",4,4,11,7,2.59%
"org.argouml.cognitive.ToDoItem.stillValid(Designer)",7,9,19,10,4.48%
"org.argouml.cognitive.ToDoItem.supports(Decision)",2,4,7,3,1.65%
"org.argouml.cognitive.ToDoItem.supports(Goal)",2,4,7,3,1.65%
"org.argouml.cognitive.ToDoItem.toString()",5,0,10,5,2.36%
"org.argouml.cognitive.ToDoList.ToDoList()",3,3,12,9,1.88%
"org.argouml.cognitive.ToDoList.addE(ToDoItem)",9,0,36,27,5.62%
"org.argouml.cognitive.ToDoList.addElement(ToDoItem)",2,3,6,3,0.94%
"org.argouml.cognitive.ToDoList.addOffenders(ListSet)",0,0,5,5,0.78%
"org.argouml.cognitive.ToDoList.addPosters(Poster)",0,0,5,5,0.78%
"org.argouml.cognitive.ToDoList.addResolvedCritic(ResolvedCritic)",4,7,10,3,1.56%
"org.argouml.cognitive.ToDoList.addToDoListListener(ToDoListListener)",4,3,8,3,1.25%
"org.argouml.cognitive.ToDoList.elementListForOffender(Object)",2,11,22,11,3.44%
"org.argouml.cognitive.ToDoList.explicitlyResolve(ToDoItem,String)",3,7,27,19,4.22%
"org.argouml.cognitive.ToDoList.fireToDoItemAdded(ToDoItem)",2,3,8,5,1.25%
"org.argouml.cognitive.ToDoList.fireToDoItemChanged(ToDoItem)",5,3,20,14,3.12%
"org.argouml.cognitive.ToDoList.fireToDoItemRemoved(ToDoItem)",2,3,8,5,1.25%
"org.argouml.cognitive.ToDoList.fireToDoItemsAdded(List<ToDoItem>)",6,3,21,14,3.28%
"org.argouml.cognitive.ToDoList.fireToDoItemsRemoved(List<ToDoItem>)",6,3,21,14,3.28%
"org.argouml.cognitive.ToDoList.forceValidityCheck()",6,6,10,4,1.56%
"org.argouml.cognitive.ToDoList.forceValidityCheck(List<ToDoItem>)",16,12,47,30,7.34%
"org.argouml.cognitive.ToDoList.get(int)",2,4,7,3,1.09%
"org.argouml.cognitive.ToDoList.getDecisionList()",2,3,6,3,0.94%
"org.argouml.cognitive.ToDoList.getGoalList()",2,3,6,3,0.94%
"org.argouml.cognitive.ToDoList.getOffenders()",4,5,21,14,3.28%
"org.argouml.cognitive.ToDoList.getPosters()",4,3,18,13,2.81%
"org.argouml.cognitive.ToDoList.getResolvedItems()",13,15,18,3,2.81%
"org.argouml.cognitive.ToDoList.getToDoItemList()",13,15,18,3,2.81%
"org.argouml.cognitive.ToDoList.isPaused()",2,3,8,5,1.25%
"org.argouml.cognitive.ToDoList.notifyObservers()",3,0,7,4,1.09%
"org.argouml.cognitive.ToDoList.notifyObservers(Object)",3,0,7,4,1.09%
"org.argouml.cognitive.ToDoList.notifyObservers(String,Object)",2,4,11,7,1.72%
"org.argouml.cognitive.ToDoList.pause()",3,3,8,5,1.25%
"org.argouml.cognitive.ToDoList.recomputeAllOffenders()",3,3,6,3,0.94%
"org.argouml.cognitive.ToDoList.recomputeAllPosters()",3,3,6,3,0.94%
"org.argouml.cognitive.ToDoList.removeAll(ToDoList)",2,3,14,11,2.19%
"org.argouml.cognitive.ToDoList.removeAllElements()",3,3,13,10,2.03%
"org.argouml.cognitive.ToDoList.removeE(ToDoItem)",2,5,9,4,1.41%
"org.argouml.cognitive.ToDoList.removeElement(ToDoItem)",2,5,13,8,2.03%
"org.argouml.cognitive.ToDoList.removeToDoListListener(ToDoListListener)",4,3,8,3,1.25%
"org.argouml.cognitive.ToDoList.resolve(ToDoItem)",2,5,10,5,1.56%
"org.argouml.cognitive.ToDoList.resume()",3,3,9,6,1.41%
"org.argouml.cognitive.ToDoList.run()",5,4,26,21,4.06%
"org.argouml.cognitive.ToDoList.setPaused(boolean)",4,5,12,7,1.88%
"org.argouml.cognitive.ToDoList.size()",2,3,6,3,0.94%
"org.argouml.cognitive.ToDoList.spawnValidityChecker(Designer)",4,5,13,8,2.03%
"org.argouml.cognitive.ToDoList.toString()",0,0,13,13,2.03%
"org.argouml.cognitive.ToDoListEvent.ToDoListEvent()",4,4,7,3,22.58%
"org.argouml.cognitive.ToDoListEvent.ToDoListEvent(List<ToDoItem>)",6,7,11,4,35.48%
"org.argouml.cognitive.ToDoListEvent.getToDoItemList()",2,3,6,3,19.35%
"org.argouml.cognitive.ToDoListListener.toDoItemsAdded(ToDoListEvent)",2,n/a,n/a,1,17.39%
"org.argouml.cognitive.ToDoListListener.toDoItemsChanged(ToDoListEvent)",2,n/a,n/a,1,17.39%
"org.argouml.cognitive.ToDoListListener.toDoItemsRemoved(ToDoListEvent)",2,n/a,n/a,1,17.39%
"org.argouml.cognitive.ToDoListListener.toDoListChanged(ToDoListEvent)",2,n/a,n/a,1,17.39%
"org.argouml.cognitive.Translator.localize(String)",2,4,7,3,23.33%
"org.argouml.cognitive.Translator.messageFormat(String,Object[])",2,5,10,5,33.33%
"org.argouml.cognitive.Translator.setTranslator(AbstractCognitiveTranslator)",2,3,6,3,20.00%
"org.argouml.cognitive.UnresolvableException.UnresolvableException(String)",4,5,9,4,60.00%
"org.argouml.cognitive.checklist.CheckItem.CheckItem(String,String)",4,6,10,4,7.19%
"org.argouml.cognitive.checklist.CheckItem.CheckItem(String,String,String,Predicate)",4,8,14,6,10.07%
"org.argouml.cognitive.checklist.CheckItem.equals(Object)",3,0,11,8,7.91%
"org.argouml.cognitive.checklist.CheckItem.expand(String,Object)",6,9,10,1,7.19%
"org.argouml.cognitive.checklist.CheckItem.getCategory()",2,3,4,1,2.88%
"org.argouml.cognitive.checklist.CheckItem.getDescription()",2,3,4,1,2.88%
"org.argouml.cognitive.checklist.CheckItem.getDescription(Object)",2,4,7,3,5.04%
"org.argouml.cognitive.checklist.CheckItem.getMoreInfoURL()",2,3,4,1,2.88%
"org.argouml.cognitive.checklist.CheckItem.getPredicate2()",2,3,6,3,4.32%
"org.argouml.cognitive.checklist.CheckItem.hashCode()",3,0,7,4,5.04%
"org.argouml.cognitive.checklist.CheckItem.setCategory(String)",2,3,4,1,2.88%
"org.argouml.cognitive.checklist.CheckItem.setDescription(String)",2,3,4,1,2.88%
"org.argouml.cognitive.checklist.CheckItem.setMoreInfoURL(String)",2,3,4,1,2.88%
"org.argouml.cognitive.checklist.CheckItem.setPredicate(Predicate)",2,3,6,3,4.32%
"org.argouml.cognitive.checklist.CheckItem.toString()",3,0,5,2,3.60%
"org.argouml.cognitive.checklist.CheckManager.CheckManager()",3,3,4,1,3.64%
"org.argouml.cognitive.checklist.CheckManager.getChecklistFor(Object)",4,6,18,12,16.36%
"org.argouml.cognitive.checklist.CheckManager.getStatusFor(Object)",6,8,16,8,14.55%
"org.argouml.cognitive.checklist.CheckManager.lookupChecklist(Class)",14,13,34,18,30.91%
"org.argouml.cognitive.checklist.CheckManager.register(Object,Checklist)",4,6,9,3,8.18%
"org.argouml.cognitive.checklist.Checklist.Checklist()",4,4,7,3,11.11%
"org.argouml.cognitive.checklist.Checklist.addAll(Checklist)",4,5,10,5,15.87%
"org.argouml.cognitive.checklist.Checklist.addItem(String)",2,3,6,3,9.52%
"org.argouml.cognitive.checklist.Checklist.getCheckItemList()",2,3,6,3,9.52%
"org.argouml.cognitive.checklist.Checklist.setNextCategory(String)",2,3,6,3,9.52%
"org.argouml.cognitive.checklist.Checklist.toString()",3,0,13,10,20.63%
"org.argouml.cognitive.checklist.ChecklistStatus.ChecklistStatus()",4,4,7,3,21.88%
"org.argouml.cognitive.checklist.ChecklistStatus.add(CheckItem)",2,4,10,6,31.25%
"org.argouml.cognitive.checklist.ui.InitCheckListUI.getDetailsTabs()",0,0,6,6,26.09%
"org.argouml.cognitive.checklist.ui.InitCheckListUI.getProjectSettingsTabs()",0,0,3,3,13.04%
"org.argouml.cognitive.checklist.ui.InitCheckListUI.getSettingsTabs()",0,0,3,3,13.04%
"org.argouml.cognitive.checklist.ui.InitCheckListUI.init()",1,0,3,2,13.04%
"org.argouml.cognitive.checklist.ui.TabChecklist.TabChecklist()",3,3,29,26,15.68%
"org.argouml.cognitive.checklist.ui.TabChecklist.actionPerformed(ActionEvent)",5,0,7,2,3.78%
"org.argouml.cognitive.checklist.ui.TabChecklist.componentHidden(ComponentEvent)",4,0,7,3,3.78%
"org.argouml.cognitive.checklist.ui.TabChecklist.componentMoved(ComponentEvent)",1,0,3,2,1.62%
"org.argouml.cognitive.checklist.ui.TabChecklist.componentResized(ComponentEvent)",1,0,3,2,1.62%
"org.argouml.cognitive.checklist.ui.TabChecklist.componentShown(ComponentEvent)",4,0,7,3,3.78%
"org.argouml.cognitive.checklist.ui.TabChecklist.findTarget(Object)",9,11,18,7,9.73%
"org.argouml.cognitive.checklist.ui.TabChecklist.getTarget()",3,0,6,3,3.24%
"org.argouml.cognitive.checklist.ui.TabChecklist.refresh()",3,0,6,3,3.24%
"org.argouml.cognitive.checklist.ui.TabChecklist.resizeColumns()",3,3,14,11,7.57%
"org.argouml.cognitive.checklist.ui.TabChecklist.setTarget(Object)",4,5,16,11,8.65%
"org.argouml.cognitive.checklist.ui.TabChecklist.setTargetInternal(Object)",0,0,13,13,7.03%
"org.argouml.cognitive.checklist.ui.TabChecklist.shouldBeEnabled(Object)",3,0,17,14,9.19%
"org.argouml.cognitive.checklist.ui.TabChecklist.targetAdded(TargetEvent)",3,0,5,2,2.70%
"org.argouml.cognitive.checklist.ui.TabChecklist.targetRemoved(TargetEvent)",3,0,6,3,3.24%
"org.argouml.cognitive.checklist.ui.TabChecklist.targetSet(TargetEvent)",3,0,6,3,3.24%
"org.argouml.cognitive.checklist.ui.TabChecklist.valueChanged(ListSelectionEvent)",3,0,5,2,2.70%
"org.argouml.cognitive.checklist.ui.TableModelChecklist.TableModelChecklist(TabChecklist)",4,5,8,3,4.82%
"org.argouml.cognitive.checklist.ui.TableModelChecklist.getColumnClass(int)",3,0,12,9,7.23%
"org.argouml.cognitive.checklist.ui.TableModelChecklist.getColumnCount()",3,0,6,3,3.61%
"org.argouml.cognitive.checklist.ui.TableModelChecklist.getColumnName(int)",3,0,13,10,7.83%
"org.argouml.cognitive.checklist.ui.TableModelChecklist.getRowCount()",3,0,13,10,7.83%
"org.argouml.cognitive.checklist.ui.TableModelChecklist.getValueAt(int,int)",3,0,18,15,10.84%
"org.argouml.cognitive.checklist.ui.TableModelChecklist.isCellEditable(int,int)",3,0,7,4,4.22%
"org.argouml.cognitive.checklist.ui.TableModelChecklist.propertyChange(PropertyChangeEvent)",3,0,7,4,4.22%
"org.argouml.cognitive.checklist.ui.TableModelChecklist.setTarget(Object)",8,9,19,10,11.45%
"org.argouml.cognitive.checklist.ui.TableModelChecklist.setValueAt(Object,int,int)",3,0,29,26,17.47%
"org.argouml.cognitive.checklist.ui.TableModelChecklist.vetoableChange(PropertyChangeEvent)",3,0,11,8,6.63%
"org.argouml.cognitive.critics.SnoozeOrder.SnoozeOrder()",5,4,9,4,8.26%
"org.argouml.cognitive.critics.SnoozeOrder.getNow()",0,0,4,4,3.67%
"org.argouml.cognitive.critics.SnoozeOrder.getSnoozed()",2,3,6,3,5.50%
"org.argouml.cognitive.critics.SnoozeOrder.nextInterval(long)",3,4,8,3,7.34%
"org.argouml.cognitive.critics.SnoozeOrder.setSnoozed(boolean)",2,3,10,7,9.17%
"org.argouml.cognitive.critics.SnoozeOrder.snooze()",3,3,14,11,12.84%
"org.argouml.cognitive.critics.SnoozeOrder.unsnooze()",4,3,7,3,6.42%
"org.argouml.cognitive.critics.Wizard.Wizard()",1,1,3,2,1.38%
"org.argouml.cognitive.critics.Wizard.back()",3,3,13,10,5.99%
"org.argouml.cognitive.critics.Wizard.canFinish()",2,3,6,3,2.76%
